title	isbn	author_first_name	author_last_name	author_website	publisher	publication_year	acquisition_date	acquisition_price
Only Base Suddenly Lawyer	1-4321-6920-3	Deanna	Duncan		Abbott Group	1927	1998-03-23	$9.20
Only Base Suddenly Lawyer	1-4321-6920-3	Deanna	Duncan		Abbott Group	1927	1997-10-03	$11.39
Matter Several Politics Bank	1-77609-301-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1904	2021-10-15	$8.73
Matter Several Politics Bank	1-77609-301-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1904	1930-10-03	$5.57
Matter Several Politics Bank	1-77609-301-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1904	1910-04-05	$7.09
Matter Several Politics Bank	1-77609-301-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1904	2001-04-17	$5.10
Matter Several Politics Bank	1-77609-301-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1904	1975-03-03	$11.04
Bank Similar A Respond Or	0-380-14018-7	Ashley	Adams	http://ashleyadams.info	Ruiz, Herrera and Knox	2009	2019-12-13	$9.03
Bank Similar A Respond Or	0-380-14018-7	Ashley	Adams	http://ashleyadams.info	Ruiz, Herrera and Knox	2009	2020-10-24	$10.62
Bank Similar A Respond Or	0-380-14018-7	Ashley	Adams	http://ashleyadams.info	Ruiz, Herrera and Knox	2009	2022-01-05	$7.26
Smile Six Animal Break The	0-9919465-4-5	Pamela	Barber	https://barber.com	Ruiz, Herrera and Knox	1969	1996-09-24	$11.00
Maybe Cell Pay Behind	0-15-536237-2	Thomas	Russo		Bailey-Norman	1967	2013-09-08	$4.42
Maybe Cell Pay Behind	0-15-536237-2	Thomas	Russo		Bailey-Norman	1967	2007-07-09	$10.40
Maybe Cell Pay Behind	0-15-536237-2	Thomas	Russo		Bailey-Norman	1967	2021-08-26	$6.92
Maybe Cell Pay Behind	0-15-536237-2	Thomas	Russo		Bailey-Norman	1967	1994-11-04	$10.42
Sort Make Expect Run Kind	1-02-136235-2	Monica	Lewis		Bailey-Norman	1977	1989-07-10	$2.59
Sort Make Expect Run Kind	1-02-136235-2	Monica	Lewis		Bailey-Norman	1977	2020-03-02	$0.37
Around Also Raise	1-03-059333-7	Daniel	Smith		Obrien-Martin	2013	2015-11-28	$5.56
Call Itself Common	1-151-32660-7	Thomas	Russo		Obrien-Martin	1922	1936-01-08	$8.29
Call Itself Common	1-151-32660-7	Thomas	Russo		Obrien-Martin	1922	1972-10-29	$14.58
Call Itself Common	1-151-32660-7	Thomas	Russo		Obrien-Martin	1922	2020-05-22	$4.22
Claim Edge Light Per	1-83427-886-4	Cassandra	Morrison	https://morrison.info	Ruiz, Herrera and Knox	2002	2015-10-18	$12.41
Claim Edge Light Per	1-83427-886-4	Cassandra	Morrison	https://morrison.info	Ruiz, Herrera and Knox	2002	2007-12-11	$0.83
Claim Edge Light Per	1-83427-886-4	Cassandra	Morrison	https://morrison.info	Ruiz, Herrera and Knox	2002	2003-03-08	$3.67
Far General Air	0-00-287902-6	Gary	Moore		Ruiz, Herrera and Knox	1980	1983-07-07	$2.32
Far General Air	0-00-287902-6	Gary	Moore		Ruiz, Herrera and Knox	1980	1985-10-18	$5.85
Run Six Coach Bring	1-58829-544-3	Taylor	Curtis	https://curtis.org	Obrien-Martin	2007	2014-10-08	$14.66
Address More State On	1-325-71287-6	Joel	Young	http://joelyoung.com	Newman Inc	2009	2012-09-27	$12.40
Address More State On	1-325-71287-6	Joel	Young	http://joelyoung.com	Newman Inc	2009	2016-02-05	$9.08
Read Machine Present	1-5114-1876-1	Bill	Edwards	https://billedwards.com	Ruiz, Herrera and Knox	1939	1994-11-16	$2.29
Read Machine Present	1-5114-1876-1	Bill	Edwards	https://billedwards.com	Ruiz, Herrera and Knox	1939	1945-03-20	$9.99
Read Machine Present	1-5114-1876-1	Bill	Edwards	https://billedwards.com	Ruiz, Herrera and Knox	1939	1953-08-26	$11.53
Read Machine Present	1-5114-1876-1	Bill	Edwards	https://billedwards.com	Ruiz, Herrera and Knox	1939	2002-10-28	$2.16
Message Admit Remain Fish	1-938929-14-4	Matthew	Harrison	http://harrison.com	Faulkner-Taylor	2017	2018-03-13	$8.55
Message Admit Remain Fish	0-89826-244-5	Matthew	Harrison	http://harrison.com	Abbott Group	2020	2021-10-16	$13.85
Message Admit Remain Fish	0-89826-244-5	Matthew	Harrison	http://harrison.com	Abbott Group	2020	2021-08-17	$4.06
Message Admit Remain Fish	0-89826-244-5	Matthew	Harrison	http://harrison.com	Abbott Group	2020	2021-05-10	$8.23
Head Actually Draw Project	1-882347-73-0	Donald	Wilson	https://donaldwilson.biz	Ruiz, Herrera and Knox	2021	2021-02-09	$8.90
Head Actually Draw Project	1-60428-819-1	Donald	Wilson	https://donaldwilson.biz	Abbott Group	2021	2022-06-05	$9.36
As Experience Enough	1-69029-299-7	Brandy	Lee	https://lee.com	Ruiz, Herrera and Knox	1986	2001-05-24	$1.74
As Experience Enough	1-69029-299-7	Brandy	Lee	https://lee.com	Ruiz, Herrera and Knox	1986	1989-12-31	$14.72
As Experience Enough	1-69029-299-7	Brandy	Lee	https://lee.com	Ruiz, Herrera and Knox	1986	1995-09-10	$6.03
As Experience Enough	1-69029-299-7	Brandy	Lee	https://lee.com	Ruiz, Herrera and Knox	1986	2021-11-10	$2.75
Either Every Kid Hand	0-680-36982-1	Bill	Edwards	https://billedwards.com	Abbott Group	1920	1924-04-07	$10.37
Either Every Kid Hand	1-118-18689-3	Bill	Edwards	https://billedwards.com	Lane-Travis	1927	2003-07-06	$7.67
Either Every Kid Hand	1-118-18689-3	Bill	Edwards	https://billedwards.com	Lane-Travis	1927	1973-09-15	$10.08
Either Every Kid Hand	1-118-18689-3	Bill	Edwards	https://billedwards.com	Lane-Travis	1927	1974-05-08	$7.12
Either Every Kid Hand	1-118-18689-3	Bill	Edwards	https://billedwards.com	Lane-Travis	1927	1975-07-06	$5.57
Either Every Kid Hand	1-118-18689-3	Bill	Edwards	https://billedwards.com	Lane-Travis	1927	1966-05-30	$12.18
At Big Ago Former	0-05-391584-4	Theresa	Harrison		Hughes PLC	1955	2018-10-19	$14.30
Top Green Game Team Song	0-231-94325-3	Timothy	Rivera		Abbott Group	1929	1965-02-09	$2.03
Top Green Game Team Song	0-231-94325-3	Timothy	Rivera		Abbott Group	1929	2016-01-12	$10.31
Top Green Game Team Song	0-231-94325-3	Timothy	Rivera		Abbott Group	1929	1931-04-22	$4.08
Top Green Game Team Song	1-944765-65-4	Timothy	Rivera		Abbott Group	1959	1962-01-25	$9.52
Sort Outside Group	0-8174-6457-3	Vicki	Watson	https://vickiwatson.com	Bailey-Norman	2019	2019-07-06	$8.66
Sort Outside Group	0-8174-6457-3	Vicki	Watson	https://vickiwatson.com	Bailey-Norman	2019	2021-03-15	$0.58
Sort Outside Group	0-8174-6457-3	Vicki	Watson	https://vickiwatson.com	Bailey-Norman	2019	2021-02-14	$12.02
Sort Outside Group	0-8174-6457-3	Vicki	Watson	https://vickiwatson.com	Bailey-Norman	2019	2020-05-28	$12.59
Far Star Couple Give	0-10-726753-5	Aaron	Johnson	https://aaronjohnson.com	Ruiz, Herrera and Knox	2005	2012-01-02	$8.27
Several Try Hot Enter Him	0-87126-325-4	Samantha	Trevino	https://trevino.com	Ruiz, Herrera and Knox	1984	1987-05-26	$0.34
Several Try Hot Enter Him	0-87126-325-4	Samantha	Trevino	https://trevino.com	Ruiz, Herrera and Knox	1984	2005-10-21	$13.35
Several Try Hot Enter Him	0-87126-325-4	Samantha	Trevino	https://trevino.com	Ruiz, Herrera and Knox	1984	1994-10-28	$0.88
Style Chance Sound Miss	1-4305-4802-9	Juan	Allen	https://juanallen.com	Hughes PLC	1902	2021-06-25	$5.23
Style Chance Sound Miss	1-4305-4802-9	Juan	Allen	https://juanallen.com	Hughes PLC	1902	1942-11-11	$12.17
Just Buy No	1-59291-172-2	Alexander	Holloway	https://alexanderholloway.com	Ruiz, Herrera and Knox	2000	2013-10-07	$4.59
Eight Large She	1-4578-6449-5	Joshua	Page	https://page.com	Ruiz, Herrera and Knox	1939	1986-06-20	$14.70
Control Score Fall Similar	1-274-38405-2	Kevin	Smith	https://kevinsmith.com	Abbott Group	2011	2019-12-14	$14.99
Task Choose Few Stand	0-320-64448-0	Nicholas	Williams		Hawkins-Jackson	1974	1990-05-05	$7.05
Task Choose Few Stand	0-320-64448-0	Nicholas	Williams		Hawkins-Jackson	1974	1993-05-15	$1.58
Task Choose Few Stand	0-320-64448-0	Nicholas	Williams		Hawkins-Jackson	1974	2021-08-17	$4.60
Task Choose Few Stand	0-320-64448-0	Nicholas	Williams		Hawkins-Jackson	1974	1977-08-04	$10.87
Response Sure Let	1-64137-875-1	Debra	Schmidt	https://debraschmidt.com	Hawkins-Jackson	1959	1972-02-22	$3.23
Fund Wait See Citizen	0-460-71772-3	Laurie	Casey		Faulkner-Taylor	2015	2018-10-15	$14.02
Fund Wait See Citizen	0-460-71772-3	Laurie	Casey		Faulkner-Taylor	2015	2021-03-27	$3.48
Agent Analysis Show Bring Be	1-218-51739-5	Tyler	King	https://king.biz	Hughes PLC	2019	2022-01-04	$11.87
Actually Power Show Road	0-7659-2821-3	Jeremiah	Chase	https://jeremiahchase.com	Greene, Patel and Kent	1974	1980-05-10	$13.43
Another Feeling Worry	1-9739-4792-7	Laura	Smith	https://laurasmith.com	Ruiz, Herrera and Knox	2019	2021-06-16	$2.58
Age Have Third Cut Poor Mr	0-313-13154-6	Laura	Walker		Hawkins-Jackson	1971	2000-08-21	$3.38
Hard Mr Soon Business Food	1-126-90293-4	Bradley	Dominguez	https://bradleydominguez.com	Salas, Price and Sparks	2018	2019-03-10	$1.67
Something Risk The Field	0-362-82497-5	Meghan	Cardenas	https://cardenas.com	Morales-Nguyen	1980	2004-12-01	$5.93
Article Pm Common Task	1-80309-554-7	Julie	Ryan	https://ryan.com	Morales-Nguyen	1973	2015-04-01	$13.99
Article Pm Common Task	1-80309-554-7	Julie	Ryan	https://ryan.com	Morales-Nguyen	1973	2017-06-06	$1.29
Article Pm Common Task	1-80309-554-7	Julie	Ryan	https://ryan.com	Morales-Nguyen	1973	1998-03-01	$0.43
Left Give Design Agency	1-4778-3171-1	Brandy	Lee	https://lee.com	Abbott Group	1966	2005-03-04	$7.77
Miss Manage Feeling Food	1-4231-3626-8	April	Davis		Newman Inc	1937	2006-08-11	$12.32
Miss Manage Feeling Food	1-955524-58-0	April	Davis		Newman Inc	1960	2004-05-08	$7.68
Miss Manage Feeling Food	1-955524-58-0	April	Davis		Newman Inc	1960	1986-01-04	$3.42
Miss Manage Feeling Food	1-955524-58-0	April	Davis		Newman Inc	1960	2014-09-24	$8.32
Miss Manage Feeling Food	1-955524-58-0	April	Davis		Newman Inc	1960	1989-04-09	$5.07
Miss Manage Feeling Food	1-955524-58-0	April	Davis		Newman Inc	1960	2010-01-15	$3.21
Miss Manage Feeling Food	1-955524-58-0	April	Davis		Newman Inc	1960	1966-04-26	$4.42
Miss Manage Feeling Food	1-5224-0103-2	April	Davis		Newman Inc	2003	2013-09-01	$1.72
Miss Manage Feeling Food	1-5224-0103-2	April	Davis		Newman Inc	2003	2004-07-12	$8.75
Country West View Right Save	0-679-59401-9	Jessica	Thompson	http://thompson.com	Bailey-Norman	2012	2018-08-03	$13.69
Her Believe Within Radio	0-7331-3513-7	Bryan	Lawrence	http://bryanlawrence.com	Ruiz, Herrera and Knox	1995	2016-10-09	$9.16
Her Believe Within Radio	0-7331-3513-7	Bryan	Lawrence	http://bryanlawrence.com	Ruiz, Herrera and Knox	1995	2005-05-11	$0.14
Her Believe Within Radio	0-7331-3513-7	Bryan	Lawrence	http://bryanlawrence.com	Ruiz, Herrera and Knox	1995	2007-08-04	$2.47
Join Do Phone	0-550-42176-9	Evan	Lowe		Ruiz, Herrera and Knox	1905	1928-04-29	$1.19
Describe Ok Draw Ok Region	0-7109-8257-7	Nancy	Larson	https://larson.com	Abbott Group	1935	1946-05-10	$14.76
Describe Ok Draw Ok Region	0-7109-8257-7	Nancy	Larson	https://larson.com	Abbott Group	1935	2005-09-08	$7.51
Describe Ok Draw Ok Region	0-7109-8257-7	Nancy	Larson	https://larson.com	Abbott Group	1935	1983-10-31	$9.77
Describe Ok Draw Ok Region	0-7109-8257-7	Nancy	Larson	https://larson.com	Abbott Group	1935	1969-11-07	$4.51
Court Artist Natural Outside	0-463-69592-5	Austin	Nelson	https://austinnelson.com	Ruiz, Herrera and Knox	1957	1982-06-22	$12.26
Type Bill Finally Sea	1-4863-5575-7	James	Gibson		Taylor, Jones and Hines	1994	2014-11-20	$4.00
Decade Operation Range Star	0-404-10467-3	Donna	Martinez	http://donnamartinez.com	Abbott Group	2021	2021-03-02	$14.40
Boy Public Us Nothing True	1-328-98631-4	Bryan	Lawrence	http://bryanlawrence.com	Hughes PLC	1907	1981-08-13	$11.45
Boy Public Us Nothing True	1-328-98631-4	Bryan	Lawrence	http://bryanlawrence.com	Hughes PLC	1907	1910-01-27	$0.17
Boy Public Us Nothing True	1-328-98631-4	Bryan	Lawrence	http://bryanlawrence.com	Hughes PLC	1907	1917-10-11	$11.71
Every Catch Might Visit	0-368-93505-1	Jack	Cortez	https://jackcortez.org	Bailey-Norman	1922	1951-11-19	$12.83
Every Catch Might Visit	0-368-93505-1	Jack	Cortez	https://jackcortez.org	Bailey-Norman	1922	1948-08-27	$6.03
After Above Where Truth Read	1-57871-498-2	Catherine	Neal		Obrien-Martin	1932	1960-06-04	$4.60
After Above Where Truth Read	0-9771260-7-2	Catherine	Neal		Hughes PLC	1940	1959-06-13	$4.07
Control Prevent Those Down	1-72739-580-8	Adam	Perez	https://perez.com	Hughes PLC	1984	1985-09-19	$13.28
Control Prevent Those Down	1-72739-580-8	Adam	Perez	https://perez.com	Hughes PLC	1984	2004-01-11	$1.89
Control Prevent Those Down	1-72739-580-8	Adam	Perez	https://perez.com	Hughes PLC	1984	1990-12-21	$8.30
Control Prevent Those Down	1-210-21781-3	Adam	Perez	https://perez.com	Hughes PLC	1993	1999-07-08	$0.17
Control Prevent Those Down	1-210-21781-3	Adam	Perez	https://perez.com	Hughes PLC	1993	1999-07-13	$13.00
Control Prevent Those Down	1-210-21781-3	Adam	Perez	https://perez.com	Hughes PLC	1993	2005-01-15	$4.20
Newspaper Production Floor	1-63630-894-5	Vincent	Mckay	https://vincentmckay.com	Hughes PLC	1991	2005-03-06	$3.82
Newspaper Production Floor	0-947219-07-2	Vincent	Mckay	https://vincentmckay.com	Hughes PLC	2000	2008-05-18	$12.60
Wish Media Wide Chance Land	0-04-506982-4	Tara	Webb		Obrien-Martin	2017	2020-08-03	$11.29
Wish Media Wide Chance Land	0-607-16687-8	Tara	Webb		Obrien-Martin	2019	2019-03-10	$7.42
Wish Media Wide Chance Land	1-4131-6523-0	Tara	Webb		Hawkins-Jackson	2019	2020-04-14	$7.73
Wish Media Wide Chance Land	1-4131-6523-0	Tara	Webb		Hawkins-Jackson	2019	2019-07-01	$13.34
Wish Media Wide Chance Land	1-4131-6523-0	Tara	Webb		Hawkins-Jackson	2019	2020-05-14	$5.96
Wish Media Wide Chance Land	1-4131-6523-0	Tara	Webb		Hawkins-Jackson	2019	2021-01-22	$1.18
Wish Media Wide Chance Land	1-4131-6523-0	Tara	Webb		Hawkins-Jackson	2019	2020-07-12	$13.99
Wish Media Wide Chance Land	1-4131-6523-0	Tara	Webb		Hawkins-Jackson	2019	2022-07-12	$13.69
Real Next Mind	1-338-52351-1	Cathy	Wright	https://wright.com	Hughes PLC	1974	2004-03-30	$2.44
Produce Factor Attack	1-86945-506-1	John	Perry	https://johnperry.net	Ruiz, Herrera and Knox	1988	1992-07-12	$9.79
Down Available Half Several	0-87712-898-7	Nathan	Baker	https://baker.com	Abbott Group	2001	2005-01-16	$12.09
History Major Evening Low	0-359-52992-5	Javier	Schmidt	https://javierschmidt.com	Hughes PLC	1943	1948-10-18	$1.34
Old Bar Born Office	1-253-42034-3	Jennifer	Morgan	https://morgan.com	Hughes PLC	1952	1984-01-13	$1.72
Down Along Woman	1-09-267164-1	Veronica	Dennis	https://veronicadennis.com	Abbott Group	1962	1994-05-05	$5.27
Down Along Woman	1-09-267164-1	Veronica	Dennis	https://veronicadennis.com	Abbott Group	1962	1990-10-12	$1.24
Between Rich His No	1-85845-334-8	Sandra	Schultz		Hughes PLC	1926	1935-05-20	$7.68
Between Rich His No	1-85845-334-8	Sandra	Schultz		Hughes PLC	1926	1989-01-31	$1.46
Whole Agency Structure	1-208-61371-5	Kyle	Harris	http://harris.biz	Hughes PLC	1941	2006-05-02	$10.63
Whole Agency Structure	1-208-61371-5	Kyle	Harris	http://harris.biz	Hughes PLC	1941	1992-04-14	$9.52
Poor Style Finish	1-387-52016-4	Theresa	Harrison		Ruiz, Herrera and Knox	1905	1919-08-30	$4.54
Poor Style Finish	1-387-52016-4	Theresa	Harrison		Ruiz, Herrera and Knox	1905	1991-09-28	$8.24
Poor Style Finish	1-387-52016-4	Theresa	Harrison		Ruiz, Herrera and Knox	1905	2013-11-19	$0.51
Poor Style Finish	1-387-52016-4	Theresa	Harrison		Ruiz, Herrera and Knox	1905	2012-05-10	$3.81
Poor Style Finish	1-387-52016-4	Theresa	Harrison		Ruiz, Herrera and Knox	1905	1919-11-23	$3.81
Off Care Seven May	1-944728-22-8	Nicholas	Williams		Newman Inc	2009	2011-05-12	$3.76
Off Care Seven May	1-944728-22-8	Nicholas	Williams		Newman Inc	2009	2012-03-11	$7.46
Off Care Seven May	0-14-096618-8	Nicholas	Williams		Newman Inc	2010	2015-07-01	$5.07
Off Care Seven May	0-14-096618-8	Nicholas	Williams		Newman Inc	2010	2022-05-13	$3.43
Against Doctor Himself	1-09-490911-4	Laura	Smith	https://laurasmith.com	Abbott Group	1986	2020-02-28	$4.78
Against Doctor Himself	0-09-492007-9	Laura	Smith	https://laurasmith.com	Abbott Group	1993	2018-12-20	$0.02
Thus Prove Thus Sea	1-79101-037-7	Robert	Trujillo	https://trujillo.com	Bailey-Norman	1914	1938-09-26	$14.89
Thus Prove Thus Sea	1-79101-037-7	Robert	Trujillo	https://trujillo.com	Bailey-Norman	1914	1998-11-22	$0.01
Thus Prove Thus Sea	1-79101-037-7	Robert	Trujillo	https://trujillo.com	Bailey-Norman	1914	2001-03-16	$3.11
Up Whatever These Though	0-938753-44-4	Gary	Moore		Bailey-Norman	1935	1982-06-22	$13.48
Age Check Develop Boy Action	0-401-03712-6	Katrina	Cox	http://katrinacox.org	Lane-Travis	1913	1988-08-11	$3.85
Lawyer Issue Land Their	0-289-73205-0	Corey	Ross	https://coreyross.com	Hughes PLC	1963	2021-05-24	$14.30
Lawyer Issue Land Their	0-9658083-4-3	Corey	Ross	https://coreyross.com	Bailey-Norman	2010	2017-11-29	$10.72
Lawyer Issue Land Their	0-9658083-4-3	Corey	Ross	https://coreyross.com	Bailey-Norman	2010	2020-07-15	$0.34
Lawyer Issue Land Their	0-9658083-4-3	Corey	Ross	https://coreyross.com	Bailey-Norman	2010	2012-03-28	$6.20
Lawyer Issue Land Their	0-9658083-4-3	Corey	Ross	https://coreyross.com	Bailey-Norman	2010	2019-04-17	$6.39
Large Cover Charge New	0-355-36410-7	Brandon	Ellison	https://brandonellison.info	Greene, Patel and Kent	1954	1989-06-29	$7.31
Third With Member	1-363-37804-X	Lisa	Moore	https://lisamoore.info	Ruiz, Herrera and Knox	2005	2009-10-14	$9.91
Network Finally Theory	0-17-184752-0	Jennifer	Marsh		Bailey-Norman	1920	1984-03-09	$11.05
Network Finally Theory	0-17-184752-0	Jennifer	Marsh		Bailey-Norman	1920	1977-01-14	$10.24
Network Finally Theory	0-17-184752-0	Jennifer	Marsh		Bailey-Norman	1920	1951-08-18	$5.89
Network Finally Theory	0-17-184752-0	Jennifer	Marsh		Bailey-Norman	1920	1995-05-01	$10.50
Network Finally Theory	0-17-184752-0	Jennifer	Marsh		Bailey-Norman	1920	1980-10-22	$14.34
Network Finally Theory	0-17-184752-0	Jennifer	Marsh		Bailey-Norman	1920	1948-06-18	$0.46
Network Finally Theory	0-17-184752-0	Jennifer	Marsh		Bailey-Norman	1920	1958-09-07	$4.10
Network Finally Theory	0-17-184752-0	Jennifer	Marsh		Bailey-Norman	1920	1965-12-17	$3.25
Network Finally Theory	0-17-184752-0	Jennifer	Marsh		Bailey-Norman	1920	1948-03-11	$1.32
Decide We Life Customer	1-05-793279-5	Laurie	Casey		Hughes PLC	1993	2016-01-11	$5.95
Decide We Life Customer	1-05-793279-5	Laurie	Casey		Hughes PLC	1993	2006-10-24	$1.06
Decide We Life Customer	1-05-793279-5	Laurie	Casey		Hughes PLC	1993	1997-11-14	$6.23
Decide We Life Customer	0-9988328-3-9	Laurie	Casey		Hughes PLC	2007	2012-03-30	$0.15
Decide We Life Customer	0-9988328-3-9	Laurie	Casey		Hughes PLC	2007	2009-09-07	$3.24
Decide We Life Customer	0-9988328-3-9	Laurie	Casey		Hughes PLC	2007	2010-07-27	$5.60
Decide We Life Customer	0-9988328-3-9	Laurie	Casey		Hughes PLC	2007	2009-08-08	$4.80
Staff Just Reveal Rock	1-103-73685-X	Timothy	Mccoy	https://timothymccoy.info	Hawkins-Jackson	2007	2017-06-27	$2.14
Staff Just Reveal Rock	1-103-73685-X	Timothy	Mccoy	https://timothymccoy.info	Hawkins-Jackson	2007	2017-05-19	$11.67
Staff Just Reveal Rock	1-103-73685-X	Timothy	Mccoy	https://timothymccoy.info	Hawkins-Jackson	2007	2019-05-24	$1.12
Staff Just Reveal Rock	1-103-73685-X	Timothy	Mccoy	https://timothymccoy.info	Hawkins-Jackson	2007	2013-07-13	$8.24
Staff Just Reveal Rock	1-103-73685-X	Timothy	Mccoy	https://timothymccoy.info	Hawkins-Jackson	2007	2020-03-29	$10.88
Front Standard Be Resource	1-951666-32-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1921	1964-05-15	$5.88
Front Standard Be Resource	1-951666-32-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1921	2004-02-29	$0.34
Front Standard Be Resource	1-951666-32-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1921	1972-04-05	$5.50
Theory My Boy Entire	1-4655-9821-9	Abigail	Underwood	https://abigailunderwood.org	Newman Inc	2021	2022-01-31	$5.91
Hit Others Sound It American	1-4991-2726-X	Gary	Moore		Hughes PLC	1983	1995-06-23	$6.12
Step Arm American Fly	1-65341-783-8	Emma	Woods	https://woods.info	Hawkins-Jackson	2020	2021-09-28	$9.66
Step Arm American Fly	1-65341-783-8	Emma	Woods	https://woods.info	Hawkins-Jackson	2020	2020-06-22	$9.12
Step Arm American Fly	1-65341-783-8	Emma	Woods	https://woods.info	Hawkins-Jackson	2020	2021-10-12	$0.63
Step Arm American Fly	1-65341-783-8	Emma	Woods	https://woods.info	Hawkins-Jackson	2020	2022-07-24	$4.32
Provide Over Argue Computer	0-250-24990-1	Elizabeth	Fuentes		Ruiz, Herrera and Knox	1959	2011-04-10	$1.27
Provide Over Argue Computer	0-250-24990-1	Elizabeth	Fuentes		Ruiz, Herrera and Knox	1959	2003-01-20	$3.01
Provide Over Argue Computer	0-250-24990-1	Elizabeth	Fuentes		Ruiz, Herrera and Knox	1959	1978-06-18	$8.14
Three Push Maybe Model Old	0-11-630940-7	Jason	Davis		Hughes PLC	2000	2011-10-25	$1.48
Line Business Produce Most	1-85713-770-1	Timothy	Rivera		Hughes PLC	2021	2021-05-06	$7.86
Line Business Produce Most	1-85713-770-1	Timothy	Rivera		Hughes PLC	2021	2021-07-11	$7.92
Prepare His Without Certain	1-79093-844-9	Dawn	Garrett		Hawkins-Jackson	1943	2017-09-14	$11.23
Prepare His Without Certain	1-939357-81-0	Dawn	Garrett		Hawkins-Jackson	1958	1994-05-01	$6.07
Plan Once These	0-681-31231-9	Denise	Chavez	https://chavez.net	Ruiz, Herrera and Knox	1955	1980-03-23	$14.59
Method Stand Too Establish	0-07-115016-1	Mark	Smith		Lane-Travis	1953	1994-07-02	$12.45
Wonder Increase Subject Road	0-8068-3973-2	Jennifer	Morgan	https://morgan.com	Hughes PLC	1975	1989-03-14	$7.45
Drug Drop Minute Good Rule	0-89220-772-8	Laura	Hamilton		Abbott Group	2012	2019-05-07	$1.73
Total Wait Wide Experience	0-10-939463-1	Darren	Sullivan	https://sullivan.com	Lane-Travis	1941	1955-08-27	$0.52
Most Name Behind Sport Whole	1-996065-77-7	Evan	Lowe		Lane-Travis	1990	1994-09-07	$0.04
Most Name Behind Sport Whole	1-996065-77-7	Evan	Lowe		Lane-Travis	1990	1991-07-29	$6.17
Seven Use Community Such	1-72062-415-1	Gary	Moore		Morales-Nguyen	1921	2019-01-10	$5.66
Seven Use Community Such	1-72062-415-1	Gary	Moore		Morales-Nguyen	1921	1986-11-16	$7.76
Seven Use Community Such	1-72062-415-1	Gary	Moore		Morales-Nguyen	1921	2004-08-23	$6.46
Seven Use Community Such	1-72062-415-1	Gary	Moore		Morales-Nguyen	1921	1971-08-16	$5.63
Seven Use Community Such	1-72062-415-1	Gary	Moore		Morales-Nguyen	1921	1959-05-13	$13.30
Travel Field Fire Body	0-569-96509-8	Matthew	Marsh	http://marsh.com	Lane-Travis	2013	2013-10-13	$10.71
Else See Opportunity Feeling	1-4968-9956-3	Shawn	Fitzpatrick	https://fitzpatrick.com	Bailey-Norman	1973	1999-02-15	$7.01
Else See Opportunity Feeling	1-4008-6904-8	Shawn	Fitzpatrick	https://fitzpatrick.com	Hawkins-Jackson	2001	2016-03-06	$0.06
Attack A Lot	0-7069-8390-4	John	Ellison	https://johnellison.biz	Lane-Travis	1944	2006-08-16	$9.98
Debate Action Heart Imagine	0-600-25661-8	Jeremy	Jones		Hughes PLC	1975	2021-01-13	$14.19
Miss Now Within Force	0-522-09000-1	Patrick	Frost	https://patrickfrost.biz	Bailey-Norman	1957	2004-07-05	$7.95
Education Probably Action	0-302-46635-5	Rachel	Little	https://rachellittle.com	Hughes PLC	1957	1992-10-08	$7.90
Away Season Stay	0-7660-5273-7	Matthew	Brown		Ruiz, Herrera and Knox	1943	1989-04-27	$6.13
Cost Third Impact Doctor	0-592-83531-6	Laura	Hamilton		Obrien-Martin	1941	1987-01-09	$10.78
Cost Third Impact Doctor	0-592-83531-6	Laura	Hamilton		Obrien-Martin	1941	1953-09-29	$13.86
Cost Third Impact Doctor	0-592-83531-6	Laura	Hamilton		Obrien-Martin	1941	2020-04-26	$1.54
Cost Third Impact Doctor	0-592-83531-6	Laura	Hamilton		Obrien-Martin	1941	1975-02-27	$3.59
Hope Commercial Card Memory	0-303-49540-5	Denise	Alvarez		Bailey-Norman	1999	2003-10-31	$7.07
Hope Commercial Card Memory	0-303-49540-5	Denise	Alvarez		Bailey-Norman	1999	2009-08-27	$14.13
Hope Commercial Card Memory	0-303-49540-5	Denise	Alvarez		Bailey-Norman	1999	2012-09-29	$2.69
Real Tree Level Try With	1-139-75956-6	Mark	Williams	https://williams.com	Morales-Nguyen	1978	1986-06-03	$9.20
All Long Campaign Training	1-63891-258-0	Paul	Potts	https://paulpotts.com	Ruiz, Herrera and Knox	1930	1967-01-06	$0.38
All Long Campaign Training	1-63891-258-0	Paul	Potts	https://paulpotts.com	Ruiz, Herrera and Knox	1930	2009-12-16	$8.77
Attack Begin Southern Pm	1-55358-126-1	Jack	Cortez	https://jackcortez.org	Hughes PLC	1923	1972-01-06	$1.07
Attack Begin Southern Pm	1-55358-126-1	Jack	Cortez	https://jackcortez.org	Hughes PLC	1923	1988-03-20	$8.73
Else Company Include Front	1-351-26150-9	Brenda	Alexander	https://alexander.net	Abbott Group	1920	1981-11-20	$10.19
Money Bar Catch Mind	1-4893-4754-2	Robert	Castro	https://robertcastro.com	Abbott Group	2012	2015-10-21	$8.24
