id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording	Barcode	Acquisition Date	Acquisition Price
1283	Matilda	Dahl	Roald	https://www.roalddahl.com/	Puffin	2008	Paperback	256	English	PZ7.D1515 M	9780818528288	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	49D6D9452DA6DBEDBB09CD28C7723A2E	2019-01-03	11.10
1284	Remembered Death	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1975	Paperback		English	PR6005.H66	067180295X	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	A9A8A661C8BC05EFAF17FC66BED784C8	2014-11-18	13.61
1285	The Dragons of Eden: Speculations on the Evolution of Human Intelligence	Sagan	Carl	https://carlsagan.com/	Ballantine Books	1986	Paperback	271	English	BF431.S2	0345346297	153	Cognition And Memory > Philosophy and Psychology > Psychology	58017549161C3F9B1720B5F5E9C8CA7F	1998-02-27	19.27
1286	Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability	Krug	Steve	https://sensible.com/	New Riders	2014	Paperback	216	English	TK5105 .K78	9780321965516	6.7	Computing and Information > Information > Multimedia systems > Special Topics	A71D0E1CD48206CBFAFB5E4182B7E824	2022-01-29	11.51
1287	A Man on the Moon, Vol. 1: One Giant Leap	Chaikin	Andrew		Time Life	1999	Hardcover		English	TL789.U6 A5244	0783556756	629.45	Astronauts and Space Travel  > Engineering and allied operations > Manned space flight > Other Branches > Technology and Application of Knowledge	10A2DA603D5E463581DF06F0474BEE01	2007-04-26	13.08
1288	Sketching User Experiences: Getting the Design Right and the Right Design	Buxton	Bill		Morgan Kaufmann	2007	Paperback	448	English	TS171 .B89	0123740371	658.5752	Design > Management > Management and auxiliary services > Of Production > Product Development > Research And Development > Technology and Application of Knowledge	B5A42AE816653AA3C19A56D443B1C6CB	2007-09-14	17.55
1289	Reaper Man	Pratchett	Terry	http://terrypratchettbooks.com/	Corgi	2005	Paperback	289		PR6066.R34 R4	0552152951	813	American fiction > English (North America) > Literature	84E381011D418FE4603C5A01320C40DF	2007-07-19	19.88
1290	Persuasion	Austen	Jane		Bantam Dell	1980	Paperback	288	English	PR4034 .P4	0553211374	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature	C72948398E4753C458E535251B2D85A1	1995-10-27	8.43
1291	The Qur'an	Abdel Haleem	M.A.S.		Oxford University Press	2010	Hardcover	672	English	BP109	019957071X	297.122521	Islam, Babism, Bahai Faith > Koran > Other Religions > Religions > Sacred Books and Scriptures > Textual Sources > Translations	D904A5B982E3AB2133E7EEA8820C2C9B	2015-12-06	15.74
1292	Art of War	Machiavelli	Niccolo		University of Chicago Press	2005	Paperback	312	English	U101 .M1613	9780226500461	355.02	Military Science > Public Administration, Military Science > Social sciences > War	7337CC64C3F4BDAD94AD4D75C4871254	2022-05-16	19.92
1293	Stolen Magic	Levine	Gail Carson	https://gailcarsonlevine.com/	HarperCollins	2015	Hardcover		English	PZ7.L578345 S	0061706388	813.6	21st Century > American fiction > English (North America) > Literature	D367699668D7543A2A847B3A54378915	2019-12-27	14.09
1294	The Making of Modern Japan	Jansen	Marius B.		Belknap Press	2000	Hardcover	936	English	DS871 .J35	9780674003347	952.025	1185-1868 > 1603-1868 (Edo) > Asia > History and Geography > Japan	EB10631288D430B384F3C563063BAEBE	2001-08-23	19.93
1295	Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch	Gaiman	Neil	https://neilgaiman.com/	HarperTorch	2006	Paperback	432		PR6057.A319	0060853980	813	American fiction > English (North America) > Literature	51C145827EB8B63B56303EE16AEE3844	2017-11-26	12.72
1296	Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch	Gaiman	Neil	https://neilgaiman.com/	HarperTorch	2006	Paperback	432		PR6057.A319	0060853980	813	American fiction > English (North America) > Literature	515F43E9DD8F9F1D787196E8B2C6E862	2022-03-15	16.27
1297	Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts	Duke	Annie	https://www.annieduke.com/	Portfolio Penguin	2018	Hardcover	288	English	HD30 .D85	9780735216358	658.4	Executive > Management > Management and auxiliary services > Technology and Application of Knowledge	9F8D96CACB42734FCD15FA8B34D40924	2022-07-21	8.07
1298	Poems from the Satsai	Biharilal			Harvard University Press	2021	Hardcover		English	PK1967.V47 S2713	0674987071			1DD244CA827FC09910B933D487983E18	2022-11-15	5.19
1300	Dead Beat	Butcher	Jim	https://www.jim-butcher.com/	Roc	2006	Paperback	528	English	PS3602.U85 D43	045146091X	813.6	21st Century > American fiction > English (North America) > Literature	507B9CB81D622A2D7245E83D272483F7	2009-12-03	9.84
1301	Hindu Art	Blurton	T. Richard		Harvard University Press	1994	Paperback	240	English	N8195.A4 B58	0674391896	704.948945	Hinduism in art > Hinduism, Buddhism in art > Iconography > Modified subdivisions of the arts > Non-Christian religious art > Religious art > Special topics in fine and decorative arts > The arts	7E7EB11E06088A84ED7F1A6F695F0019	1999-07-07	18.81
1302	Consider Phlebas	Banks	Iain M.		Orbit	2003	Paperback	480	English	PR6052.A485	1857231384	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	B5CCEDB30DE412437954130B652829B8	2015-03-19	17.95
1303	Envisioning Information	Tufte	Edward R.	https://www.edwardtufte.com/	Graphics Press	1990	Hardcover	126	English	P93 .T84	0961392118	302.23	Communication > Media (Means of communication) > Social Interaction > Social Sciences > Social sciences	F55AF579AD2600D62AB834DC2E8D9DCF	2003-04-09	10.53
1304	Envisioning Information	Tufte	Edward R.	https://www.edwardtufte.com/	Graphics Press	1990	Hardcover	126	English	P93 .T84	0961392118	302.23	Communication > Media (Means of communication) > Social Interaction > Social Sciences > Social sciences	1EF460DF3F870F34E42675900530777C	1990-06-22	6.05
1305	The Quantum Thief	Rajaniemi	Hannu		Tor Books	2011	Hardcover	336	English	PR9170.F563 R35	0765329492	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	71ACCF6D59DAE17B78C556C9B8D72EE6	2018-07-14	10.66
1306	The Chronicles of Chrestomanci, Charmed Life / The Lives of Christopher Chant	Jones	Diana Wynne	http://www.dianawynnejones.com/	Greenwillow Books	2001	Paperback	608	English	PZ7.J684 C	006447268X	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	A0C745FA9C238F865B35274190050EC4	2004-04-08	14.12
1307	Great Brain at the Academy	Fitzgerald	John Dennis		Demco Media	1986	Hardcover	164	English	PZ7.F57535 G	0606034587	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	1AE0CB02BC52CDE00019FD7431C1F43A	2001-12-27	16.96
1308	White Night	Butcher	Jim	https://www.jim-butcher.com/	Roc	2007	Hardcover	407	English	PS3602.U85 W48	0451461401	813.6	21st Century > American fiction > English (North America) > Literature	482D007131CFF011E00F234782A96F7C	2016-05-11	6.74
1309	A History of Japan, 1334-1615	Sansom	George		Stanford University Press	1961	Paperback	478	English	DS835.S27	0804705259	952	Asia > History and Geography > Japan	C3D9D8B757CE56BFAD18FC6F98C223CA	2005-04-28	16.44
1310	A History of Japan, 1334-1615	Sansom	George		Stanford University Press	1973	Paperback	478	English	DS835.S27	3094988400	952	Asia > History and Geography > Japan	86DE5F164B4BCC9B04636ABBDD44BA10	1998-04-25	7.50
1311	The Inheritance: And Other Stories	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2011	Paperback	400	English	PS3558.O33636 I54	0061561649	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	2E7038B637A41A4563AA120CD99F2063	2017-08-03	11.70
1312	The Inheritance: And Other Stories	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2013	Paperback	400	English	PS3558.O33636 I54	978291443157X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	1FE21F827C7888E3B2054C7C269DCA98	2017-04-29	16.67
1313	Harry Potter and the Goblet of Fire	Rowling	J. K.	https://jkrowling.com/	Bloomsbury	2000	Hardcover	636	English	PR6068.O93	074754624X	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	3CD67A9474FF36F763E162449678E6DB	2021-04-27	9.70
1314	Harry Potter and the Goblet of Fire	Rowling	J. K.	https://jkrowling.com/	Bloomsbury	2000	Hardcover	636	English	PR6068.O93	074754624X	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	57EF9718D5A77A69BD4C2527B8D56662	2016-11-04	9.11
1315	Phoenix and the Carpet	Nesbit	Edith		Wordsworth Editions Ltd	1999	Paperback	224	English	PZ7.N43777 P	1853261556	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900	353585E1CD861D9818EF039293452510	2010-03-26	5.55
1316	Cibola Burn	Corey	James S.A.	https://www.jamessacorey.com/	Orbit	2014	Hardcover	592	English	PS3601.B677 C53	031621762X	813.6	21st Century > American fiction > English (North America) > Literature	48A837390FB6D71A4B27CF826BF72B14	2018-03-31	14.60
1317	Cibola Burn	Corey	James S.A.	https://www.jamessacorey.com/	Orbit	2014	Hardcover	592	English	PS3601.B677 C53	031621762X	813.6	21st Century > American fiction > English (North America) > Literature	3BBA56F3F08F4BB021497E2B59250AA2	2015-06-08	19.37
1318	The Shattered Lens	Sanderson	Brandon	https://www.brandonsanderson.com/	Starscape	2016	Hardcover	336	English	PZ7.S19797 A	0765379007	813.6	21st Century > American fiction > English (North America) > Literature	D34241CF15CC7B7220A4AE9C26C4B305	2017-09-27	11.35
1319	A Practical Guide to Localization	Esselink	Bert		John Benjamins Publishing Company	2000	Paperback	490	English	QA76.D63 E87	1588110060	5.1	Computer programming, programs, data, security > Computing and Information > Information > Programming	44FA4E4AADC9B07E8BC71132AD88809E	2017-03-26	11.70
1320	Endless Night	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1974	Paperback		English	PR6005.H66 E5	0671784781	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	B1235B6AA494F43C1AB89BB903DE6FEC	2018-05-22	8.10
1321	Endless Night	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1974	Paperback		English	PR6005.H66 E5	0671784781	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	AA750EE45E93CB6EBA25D901A2960FFC	1986-09-06	13.62
1322	The Eye of the World: The Graphic Novel, Volume Six	Jordan	Robert		Tor Books	2015	Hardcover	176	English	PN6728.W57 D587	0765374277	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	CEE3D883E3ABD47083E90054C8A4993A	2019-01-02	10.79
1323	The Eye of the World: The Graphic Novel, Volume Six	Jordan	Robert		Tor Books	2015	Hardcover	176	English	PN6728.W57 D587	0765374277	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	869EEEA8C536AFA77E1A18CC3F96AA20	2020-11-21	17.53
1324	The Ruby in the Smoke	Pullman	Philip	http://philip-pullman.com/	Scholastic Point	2004	Paperback	224		PZ7.P968 R	0439977789	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	AF6E82BD197157FE9ABCDB602E504C1D	2017-11-29	9.71
1325	The Ruby in the Smoke	Pullman	Philip	http://philip-pullman.com/	Scholastic Point	2004	Paperback	224		PZ7.P968 R	0439977789	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	F5DF41F50B6FCCCB6998B7BAB41C1D96	2011-07-16	10.56
1326	The Martian Chronicles	Bradbury	Ray		Bantam Books	1982	Paperback		English	PS3503.R167	0553246917	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	B0B64DAB26122BB7E6027E166A825521	2009-07-10	15.17
1327	The Martian Chronicles	Bradbury	Ray		Bantam Books	1982	Paperback		English	PS3503.R167	0553246917	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	9D45D7D888F07F7321FC652CA9AFC451	1997-05-16	19.35
1328	The Sandman Vol. 4: Season of Mists	Gaiman	Neil	https://neilgaiman.com/	Vertigo	1994	Paperback	217		PN6728.S26 G35	1563890410	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	F710A95A0582DC9F39F22DC27FC79BB4	2003-05-07	17.32
1329	Instead of Three Wishes: Magical Short Stories	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2006	Paperback	160	English	PZ7.T85565 I	0060842318	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	AEB187370D8D452B161C47A7883704A3	2012-11-23	14.53
1330	Rework	Fried	Jason	https://world.hey.com/jason	Currency	2010	Hardcover	288	English	HD31 .F755	0307463745	658	Management > Management and auxiliary services > Technology and Application of Knowledge	CD6BFD6035C13A52EE1C212F4A472212	2020-10-24	16.66
1331	Effective Programming: More Than Writing Code	Atwood	Jeff		CreateSpace	2012	Paperback	278		QA73	147830054X	5.1	Computer programming, programs, data, security > Computing and Information > Information > Programming	61B9111FB918440C43A85FDB374F64E7	2014-10-11	9.80
1332	Cat Among The Pigeons	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1961	Paperback	210	English	PR6005.H66 C3	0671777041	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	B9B5FE0FD8DE05F555A15F2CE233F4EF	1964-10-06	7.11
1333	Gregor And The Curse Of The Warmbloods	Collins	Suzanne	http://www.suzannecollinsbooks.com/	Scholastic Press	2006	Paperback	368	English	PZ7.C6837 G	0439656249	813.6	21st Century > American fiction > English (North America) > Literature	5C50F6580E6161CB96E43B083C94C60C	2007-03-12	14.42
1334	Jim Butcher's Dresden Files: Wild Card	Butcher	Jim	https://www.jim-butcher.com/	Dynamite Entertainment	2016	Hardcover	144	English		1524100986	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	8239AD970795B71A1EB0A114DC7B5AA0	2019-06-03	7.30
1335	The Outlaws of Sherwood	McKinley	Robin	https://robinmckinley.com/	Ace Books	1989	Paperback	288	English	PZ8.M198 O	0441644511	398.2094202	Customs, Etiquette, Folklore > European folktales > Folk literature > Folklore > Folklore of England > History, geographic treatment, biography > Social sciences	34E9D904B01F1171A83BFABFF9455887	2009-11-28	18.02
1336	Snow Crash	Stephenson	Neal	https://nealstephenson.com/	Spectra	2000	Paperback	440	English	PS3569.T3868	0553380958	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	5B4211B2AB3860D157FFD71C79359564	2008-04-07	13.22
1337	Snow Crash	Stephenson	Neal	https://nealstephenson.com/	Spectra	2000	Paperback	440	English	PS3569.T3868	0553380958	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	C22535655E7E73C048DB062F6EA0A243	2003-12-18	9.14
1338	The Ladies of Grace Adieu: and Other Stories	Clarke	Susanna		Bloomsbury	2007	Paperback	256	English	PR6103.L375 L33	0747589364	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	62E0601488B696EFFC4B531A6C0F4083	2015-03-20	15.70
1339	Cosmos	Sagan	Carl	https://carlsagan.com/	Random House	1983	Paperback	384	English	QB44.S235	0394715969	520	Astronomy > Astronomy > Natural sciences and mathematics	9B8C8B7FD09075E4FF9246A04A85C235	2011-12-30	17.13
1340	Oliver Twist	Dickens	Charles		Tor Classics	1998	Paperback	496	English	PR4567	0812580036	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900	ADF3E9CFD9062841C1B0BCC3878E6AFB	2019-05-28	16.78
1341	Jim Butcher's Dresden Files: Fool Moon Part 1	Butcher	Jim	https://www.jim-butcher.com/	Dynamite Entertainment	2011	Hardcover	128	English	PN6728.D74 B884	1606902105	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	7E96EE85F0F46E4125CE1196FB6BD7BA	2011-09-29	13.83
1342	The History of Akbar, Volume 5	Abu'l-Fazl			Harvard University Press	2019	Hardcover	784	English		0674983955			6E6C60F1629D1C989C83543B646EB6AF	2021-11-04	8.41
1343	Black Dog	Neumeier	Rachel	https://www.rachelneumeier.com/	Strange Chemistry	2014	Paperback	448	English	PZ7.N4448 B	1908844833	813.6	21st Century > American fiction > English (North America) > Literature	674920EFB1BF10D78B4D79FF3524916D	2022-04-18	13.59
1344	The King of Attolia	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2007	Paperback	432	English	PZ7.T85565 K	0060835796	813.6	21st Century > American fiction > English (North America) > Literature	413DB623B1D2452ACF3182728CF61FE7	2014-09-08	7.94
1345	The King of Attolia	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2007	Paperback	432	English	PZ7.T85565 K	0060835796	813.6	21st Century > American fiction > English (North America) > Literature	55FB4A006CF38D5A6FD87DF8F2CD87D9	2007-02-02	7.40
1346	Interaction Design for Complex Problem Solving: Developing Useful and Usable Software	Mirel	Barbara		Morgan Kaufmann	2003	Paperback	444	English	QA76.H85 M57	9781558608313	5.1	Computer programming, programs, data, security > Computing and Information > Information > Programming	178A839AE20FD38FDD41A53BA4A96165	2013-02-06	9.27
1347	Interaction Design for Complex Problem Solving: Developing Useful and Usable Software	Mirel	Barbara		Morgan Kaufmann	2003	Paperback	444	English	QA76.H85 M57	9781558608313	5.1	Computer programming, programs, data, security > Computing and Information > Information > Programming	C94502A6F7015273824BA0F20B8053B4	2010-04-24	15.44
1348	Champion of the Titan Games	Mull	Brandon	http://brandonmull.com/	Shadow Mountain	2020	Hardcover	544	English	PZ7.M9112 C	1629727881	813.6	21st Century > American fiction > English (North America) > Literature	97B9772524CB94343BBA381FBE9FA4D4	2020-11-22	17.10
1349	Spindle's End	McKinley	Robin	https://robinmckinley.com/	Firebird	2002	Paperback	432	English	PZ8.M1793 S	0698119509	813	American fiction > English (North America) > Literature	2753022DA705CE09C3304D5DE13DFB9E	2012-06-09	6.20
1350	Zero History	Gibson	William	https://williamgibsonbooks.com/	Putnam Adult	2010	Hardcover	416	English	PS3557.I2264 Z47	0399156828	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	2409E29C22A62FB10FD5117297DE04E6	2015-06-17	15.43
1351	Gregor And The Marks Of Secret	Collins	Suzanne	http://www.suzannecollinsbooks.com/	Scholastic Press	2007	Paperback	343	English	PZ7.C6837 G	0439791464	813.6	21st Century > American fiction > English (North America) > Literature	D041C09D1A69ADD0C4C4F0874A6E1771	2014-06-14	13.04
1352	League of Dragons	Novik	Naomi	http://naominovik.com/	Del Rey	2016	Hardcover	384	English	PS3614.O93 L43	9780345522924	813.6	21st Century > American fiction > English (North America) > Literature	DB04D7CDA1775F065F0108938FC6C78A	2017-10-13	17.22
1353	Alexander Hamilton	Chernow	Ron		Penguin Books	2005	Paperback	832	English	E302.H2 C48	0143034758	973.4092	Constitutional period (1789-1809) > Constitutional period (1789-1809) > History and Geography > North America > United States	709CF7A2C588913575D147882CCFF3BF	2011-11-18	14.43
1354	Shadowheart: Volume Four of Shadowmarch	Williams	Tad	https://www.tadwilliams.com/	DAW	2010	Hardcover	768	English	PS3573.I45563 S527	0756406404	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	DD927A0CFF0DBAB57F1601E15796285A	2017-02-25	10.32
1355	Shadowheart: Volume Four of Shadowmarch	Williams	Tad	https://www.tadwilliams.com/	DAW	2013	Hardcover	768	English	PS3573.I45563 S527	9782181375449	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	4A71CA1162D93F48B862EF1661B97FFA	2022-03-24	18.47
1356	Shadowheart: Volume Four of Shadowmarch	Williams	Tad	https://www.tadwilliams.com/	DAW	2013	Hardcover	768	English	PS3573.I45563 S527	9782181375449	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	A1EE7E35A3BCEECF4C52062B6DB3051A	2018-01-12	12.95
1357	A Connecticut Yankee in King Arthur's Court	Twain	Mark		Simon & Brown	2011	Paperback	334	English	PS1308 .A1	161382047X	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature	7E11D492CDF5A06F42F32F6C49B6E414	2011-06-28	19.02
1358	Princeps' Fury	Butcher	Jim	https://www.jim-butcher.com/	Ace Books	2008	Hardcover	400	English	PS3602.U85 P75	0441016383	813.6	21st Century > American fiction > English (North America) > Literature	29FFE0ECE574106EE0F35DE1E893152D	2011-11-30	6.74
1359	Princeps' Fury	Butcher	Jim	https://www.jim-butcher.com/	Ace Books	2017	Hardcover	400	English	PS3602.U85 P75	978649649788X	813.6	21st Century > American fiction > English (North America) > Literature	3C909C4BA6BF31127D2691D9A8200B5D	2018-01-11	14.79
1360	A Tale of Two Cities	Dickens	Charles		Signet Classics	1997	Paperback	371	English	PR4571 .A1	0451526562	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900	6A0A19A870FCE40FE92839EF54AA4D78	1999-10-21	16.79
1361	A Tale of Two Cities	Dickens	Charles		Signet Classics	1997	Paperback	371	English	PR4571 .A1	0451526562	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900	8D45BF77C88C29B1C4270D0B428865EF	2021-04-15	17.75
1362	Jumper	Gould	Steven	https://eatourbrains.com/steve	Tor Books	2014	Paperback	368	English	PS3557.O8947 J8	0765378167	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	D7D5779DA288FD57B8CECCB8352C9308	2020-03-01	17.15
1363	The Mousetrap	Christie	Agatha	https://www.agathachristie.com/	Dell	1977	Paperback	224	English	PR6005.H66 T43	0440158605	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	61B12261931EE3BBBCC8A54AB14CF668	2000-07-22	7.22
1364	The Salmon of Doubt	Adams	Douglas	https://www.douglasadams.com/	Random House	2003	Paperback		English	PR6051.D3352 S25	0345459350	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	5D7B59527CF1B35038D39E374361D39E	2014-09-05	18.64
1365	The Salmon of Doubt	Adams	Douglas	https://www.douglasadams.com/	Random House	2009	Paperback		English	PR6051.D3352 S25	9787465785417	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	D068AD04E2FA66847A9CEF43528A5947	2012-03-12	5.78
1366	The Sandman Vol. 9: The Kindly Ones	Gaiman	Neil	https://neilgaiman.com/	Vertigo	1996	Paperback	352		PN6728.S26 G35	1563892057	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	C567868918633B7E275C1DF7024FF940	2022-12-03	15.94
1367	Going Offline	Keith	Jeremy		A Book Apart	2018	Paperback				1937557650			CAE09D5C483B1260F94C01F39227A775	2021-08-13	15.41
1368	The Elements: A Visual Exploration of Every Known Atom in the Universe	Gray	Theodore		Black Dog & Leventhal Publishers	2009	Hardcover	240	English	QD466 .G73	1579128149	546	Chemistry > Inorganic > Natural sciences and mathematics	2CAFDD26392B39A718CFCA75011B87FD	2014-01-01	7.41
1369	Danny the Champion of the World	Dahl	Roald	https://www.roalddahl.com/	Puffin	1988	Paperback	208	English	PZ7.D1515 D	0140328734	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	0F11FC97ACED37CE713CF2F2DC430383	1997-09-14	14.70
1370	Goldenhand	Nix	Garth	https://garthnix.com/	HarperCollins	2016	Hardcover	368	English	PZ7.N647 G	0061561584	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	11B12864ED8046116F217D20300069DB	2016-04-05	18.54
1371	A Memory of Light	Jordan	Robert		Tor Books	2013	Hardcover	912	English	PS3560.O7617 M46	0765325950	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	C0D79545E2F079B9D9E81373620C068C	2018-10-15	14.79
1372	The Castle of Llyr	Alexander	Lloyd		Yearling	1969	Paperback	208	English	PZ7.A3774 C	0440411254	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	23F6A6A38EB920ABA21F56262B127BF9	1997-11-27	15.71
1373	The Castle of Llyr	Alexander	Lloyd		Yearling	1969	Paperback	208	English	PZ7.A3774 C	0440411254	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	17C5F930570052607ECAB2FDA74B21E2	1986-12-19	19.78
1374	Iraq 100: The First Anthology of Science Fiction to Have Emerged from Iraq	Blasim	Hassan		Tor Books	2017	Paperback	224	English	PJ8046.E5 I73	1250161320	892.73010832567	Arabic (Egypt, Lebanon, Palestine, Saudi Arabia, Sudan) > Arabic fiction > Literature > Literature of other languages > Middle Eastern languages	5A84BF0054597E0C1DD91C207B25B10F	2020-04-26	15.01
1375	Iraq 100: The First Anthology of Science Fiction to Have Emerged from Iraq	Blasim	Hassan		Tor Books	2017	Paperback	224	English	PJ8046.E5 I73	1250161320	892.73010832567	Arabic (Egypt, Lebanon, Palestine, Saudi Arabia, Sudan) > Arabic fiction > Literature > Literature of other languages > Middle Eastern languages	0E4CDD2D44BFAD293AA3F7F78C56FBE1	2020-08-23	18.52
1376	Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking	Nosrat	Samin	http://ciaosamin.com/	Simon & Schuster	2017	Hardcover	480	English	TX651	1476753830	641.5	Cooking, cookbooks > Food And Drink > Home and family management > Technology and Application of Knowledge	E9E25DE63A7637A14787C03661C0A53C	2017-08-21	11.72
1377	Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking	Nosrat	Samin	http://ciaosamin.com/	Simon & Schuster	2017	Hardcover	480	English	TX651	1476753830	641.5	Cooking, cookbooks > Food And Drink > Home and family management > Technology and Application of Knowledge	22EDB9FADB51C9C6B6EA9F454799F35D	2019-05-20	14.25
1378	Foreigner	Cherryh	C. J.	https://cherryh.com/	DAW	2004	Paperback	432	English	PS3553.H358 F67	0756402514	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	8475A42EC63AB93F71560E423A4BF2A8	2016-09-09	10.72
1379	Harry Potter and the Chamber of Secrets: The Illustrated Edition	Rowling	J. K.	https://jkrowling.com/	Arthur A. Levine Books	2016	Hardcover	272	English	PR6068.O93	0545791324	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	5DE39947258CA1F3939E39F0A51FCA57	2019-03-10	15.34
1380	The Secret Garden	Burnett	Frances Hodgson		HarperCollins	1998	Paperback	384	English	PZ7.B934 S	006440188X	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature	4E4039D558CBC3A48AC0DA13D943A6D9	2012-02-02	17.51
1381	The Secret Garden	Burnett	Frances Hodgson		HarperCollins	2007	Paperback	384	English	PZ7.B934 S	978695369956X	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature	C8DC2D789A31DC09A8A29F0B5720D61A	2020-03-05	6.10
1382	Mister Monday	Nix	Garth	https://garthnix.com/	Scholastic Press	2005	Hardcover	368	English	PZ7.N647 M	0439703697	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	0BE0D8E7B1EE15E05B40366B2A6A1158	2015-02-06	9.02
1383	Mister Monday	Nix	Garth	https://garthnix.com/	Scholastic Press	2016	Hardcover	368	English	PZ7.N647 M	9789194972662	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	7F49791DE85AB16F77D84B4429548D06	2020-10-06	16.02
1384	Planesrunner	McDonald	Ian		Pyr	2011	Hardcover	269	English	PZ7.M47841776 P	1616145412	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	5D50CF4A9160420F107807C153B8063E	2015-02-23	7.36
1385	Planesrunner	McDonald	Ian		Pyr	2011	Hardcover	269	English	PZ7.M47841776 P	1616145412	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	89434B8E5AF4B44B5CB96E79E5FA2CE5	2020-12-16	5.96
